################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.6819894736302768E-01 a         1     0     1     1     1
 -1.0083382134461074E-02 a         2     0     1     1     2
  2.0972527174857470E-02 a         3     0     1     1     3
 -3.0521431227268671E-02 a         4     0     1     1     4
  2.0114346043884937E-01 a         5     0     1     1     5
  5.1916867848582099E-02 a         6     0     1     1     6
 -2.1446667630190525E-01 a         7     0     1     1     7
 -5.2168531387737832E-02 a         8     0     1     1     8
 -1.1253785020101152E-01 a         9     0     1     1     9
  1.1911383934008901E-02 a        10     0     1     1    10
  1.7831591502316768E-01 a        11     0     1     1    11
 -1.0107010768714871E-01 a        12     0     1     1    12
 -8.9656766313000624E-02 a        13     0     1     1    13
 -3.4550425774819787E-02 a        14     0     1     1    14
 -2.7367326960302679E-01 a        15     0     1     1    15
 -2.5096947334551434E-01 a        16     0     1     1    16
 -2.2763225283605781E-01 a        17     0     1     1    17
 -2.0337061535049206E-01 a        18     0     1     1    18
  1.0186769481166601E-01 a        19     0     1     1    19
 -1.6208049368322239E-02 a        20     0     1     1    20
 -6.5259431730489467E-02 a        21     0     2     1     1
  3.5660270975522844E-02 a        22     0     2     1     2
  2.1114912506480472E-02 a        23     0     2     1     3
  2.9853692544717786E-02 a        24     0     2     1     4
 -6.0363644088805228E-02 a        25     0     2     1     5
 -2.1428352181674840E-02 a        26     0     2     1     6
  1.7188846076234374E-02 a        27     0     2     1     7
  6.5430626766993211E-02 a        28     0     2     1     8
 -3.6754087425062899E-02 a        29     0     2     1     9
  2.2697244803082977E-02 a        30     0     2     1    10
 -2.4535349652541144E-01 a        31     0     2     1    11
 -9.5177068327198605E-02 a        32     0     2     1    12
 -3.8310021545737476E-02 a        33     0     2     1    13
  1.3357869942551882E-02 a        34     0     2     1    14
 -5.7573443198893542E-02 a        35     0     2     1    15
 -9.0873451827062690E-02 a        36     0     2     1    16
  1.8997368979864763E-02 a        37     0     2     1    17
  1.1017146621623242E-01 a        38     0     2     1    18
 -1.2240724032271828E-01 a        39     0     2     1    19
 -6.5336542918100773E-02 a        40     0     2     1    20
  1.5016648107740654E-01 a        41     0     3     1     1
 -3.8536502379572214E-02 a        42     0     3     1     2
  3.4669359899416178E-03 a        43     0     3     1     3
  7.1051631516466443E-02 a        44     0     3     1     4
 -1.6548804440889084E-01 a        45     0     3     1     5
  2.5709379787309104E-02 a        46     0     3     1     6
  3.4957802180848685E-01 a        47     0     3     1     7
 -1.8149704004553985E-01 a        48     0     3     1     8
  3.6719497555289609E-03 a        49     0     3     1     9
  4.9646404794010369E-02 a        50     0     3     1    10
  8.6576815431821441E-02 a        51     0     3     1    11
  2.8251377134039636E-03 a        52     0     3     1    12
 -8.5980774257495424E-02 a        53     0     3     1    13
