################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.7425203472350662E-04 a         1     0     1     1     1
 -6.9519554485140286E-02 a         2     0     1     1     2
 -1.1319580754794282E-02 a         3     0     1     1     3
  1.6639687330975447E-01 a         4     0     1     1     4
 -9.1914630376119077E-02 a         5     0     1     1     5
  4.2871903125696734E-02 a         6     0     1     1     6
 -5.5548786093809775E-02 a         7     0     1     1     7
  1.3981032289469386E-01 a         8     0     1     1     8
  6.0824336393733268E-02 a         9     0     1     1     9
 -2.1165054340603409E-01 a        10     0     1     1    10
 -2.7243279034829718E-02 a        11     0     1     1    11
  1.6029923833767709E-02 a        12     0     1     1    12
 -8.5333593764490789E-02 a        13     0     1     1    13
 -8.8504552248028653E-02 a        14     0     1     1    14
 -8.1489674650900498E-02 a        15     0     1     1    15
  2.4588877437863848E-03 a        16     0     1     1    16
 -2.1174101916382641E-02 a        17     0     1     1    17
  4.4419542924691940E-02 a        18     0     1     1    18
  8.8933204735824098E-02 a        19     0     1     1    19
  8.4273486256952565E-02 a        20     0     1     1    20
 -1.0615839860291117E-03 a        21     0     2     1     1
  6.4395768572882789E-02 a        22     0     2     1     2
 -5.0803024923145548E-02 a        23     0     2     1     3
  2.4721012135064942E-03 a        24     0     2     1     4
 -4.1449489344802417E-04 a        25     0     2     1     5
 -1.3792303896988314E-02 a        26     0     2     1     6
 -1.8512040203310574E-02 a        27     0     2     1     7
 -7.4827326462279770E-02 a        28     0     2     1     8
 -1.8769505108538426E-01 a        29     0     2     1     9
  1.1621623927984946E-01 a        30     0     2     1    10
 -9.4785005170344966E-02 a        31     0     2     1    11
 -5.1984514685162776E-02 a        32     0     2     1    12
  2.6238460955217820E-02 a        33     0     2     1    13
 -1.2931519412417064E-01 a        34     0     2     1    14
 -1.2049631035193560E-02 a        35     0     2     1    15
  6.9763241030171286E-02 a        36     0     2     1    16
 -4.8391633356710352E-02 a        37     0     2     1    17
 -2.1682386399536149E-02 a        38     0     2     1    18
  1.0600563797826650E-01 a        39     0     2     1    19
  1.1423762250898392E-01 a        40     0     2     1    20
  2.9364106748270585E-02 a        41     0     3     1     1
 -1.7057799685446143E-02 a        42     0     3     1     2
 -3.1911292888831388E-03 a        43     0     3     1     3
 -1.0619154630384429E-02 a        44     0     3     1     4
 -1.4832403653379823E-02 a        45     0     3     1     5
  1.1718360221635598E-02 a        46     0     3     1     6
  4.3402879398569197E-02 a        47     0     3     1     7
  2.3444681450049423E-01 a        48     0     3     1     8
 -1.2021281707102633E-02 a        49     0     3     1     9
  2.0368737056415287E-01 a        50     0     3     1    10
 -2.9934568159057894E-02 a        51     0     3     1    11
 -5.2138955799886415E-02 a        52     0     3     1    12
  1.8503563644188173E-01 a        53     0     3     1    13
 -1.1184913269582347E-02 a        54     0     3     1    14
  2.4347851907270809E-01 a        55     0     3     1    15
 -2.9797479731349674E-01 a        56     0     3     1    16
 -1.2807173820984682E-01 a        57     0     3     1    17
  1.9657448963070565E-01 a        58     0     3     1    18
 -1.2982328590567116E-01 a        59     0     3     1    19
 -8.9750797800141391E-02 a        60     0     3     1    20
  4.2241351313818440E-02 a        61     0     4     1     1
 -1.2499762342037530E-02 a        62     0     4     1     2
 -1.7631083154127222E-01 a        63     0     4     1     3
 -2.3900563613669129E-01 a        64     0     4     1     4
  1.9445162390447460E-01 a        65     0     4     1     5
  1.8425434040085809E-01 a        66     0     4     1     6
  3.3187271088426791E-02 a        67     0     4     1     7
 -3.8530966100317698E-02 a        68     0     4     1     8
  1.8999642227619784E-01 a        69     0     4     1     9
 -2.2560206838501046E-01 a        70     0     4     1    10
  1.1087493260805356E-01 a        71     0     4     1    11
 -1.1309376630773979E-01 a        72     0     4     1    12
 -4.6542625866178786E-02 a        73     0     4     1    13
  8.5132245851977442E-02 a        74     0     4     1    14
  8.0269301695791422E-03 a        75     0     4     1    15
  1.9842212787026688E-02 a        76     0     4     1    16
  1.0200082623051834E-01 a        77     0     4     1    17
  2.6524183289086539E-01 a        78     0     4     1    18
  1.2900175855303095E-01 a        79     0     4     1    19
  3.1816306233996569E-03 a        80     0     4     1    20
  2.1193731058731444E-01 a        81     0     5     1     1
  1.3355119745161062E-01 a        82     0     5     1     2
