################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.4188295692952873E-02 a         1     0     1     1     1
  2.5521729772200467E-02 a         2     0     1     1     2
 -6.9356720579385172E-03 a         3     0     1     1     3
  2.8299120366936183E-02 a         4     0     1     1     4
 -7.2512124858115423E-02 a         5     0     1     1     5
  5.5648265110833352E-02 a         6     0     1     1     6
 -9.1984777751409577E-02 a         7     0     1     1     7
 -2.9515040225811862E-02 a         8     0     1     1     8
  1.1529239742108122E-02 a         9     0     1     1     9
  2.6395392387977498E-02 a        10     0     1     1    10
 -6.3563849894217997E-02 a        11     0     1     1    11
 -8.3826532318015290E-02 a        12     0     1     1    12
 -2.4334059359919505E-01 a        13     0     1     1    13
 -6.1550721095107008E-02 a        14     0     1     1    14
 -2.4072092325515271E-02 a        15     0     1     1    15
  2.9627801579756773E-02 a        16     0     1     1    16
 -5.6120779260354949E-02 a        17     0     1     1    17
 -2.5456357662116656E-02 a        18     0     1     1    18
 -4.6889463566099007E-02 a        19     0     1     1    19
  2.8388920983345691E-02 a        20     0     1     1    20
  6.5201878878345026E-02 a        21     0     2     1     1
  1.5175675936561404E-02 a        22     0     2     1     2
  6.5289002966872484E-02 a        23     0     2     1     3
 -8.2043568899711358E-02 a        24     0     2     1     4
 -3.4380772747244409E-02 a        25     0     2     1     5
  1.9689221123321046E-01 a        26     0     2     1     6
 -1.9544947644869376E-01 a        27     0     2     1     7
 -8.3337805819755875E-02 a        28     0     2     1     8
  1.0494759509128662E-01 a        29     0     2     1     9
 -4.0946089494949878E-02 a        30     0     2     1    10
 -7.5067702850542414E-02 a        31     0     2     1    11
 -8.5069857061996379E-02 a        32     0     2     1    12
  7.0253075034342430E-02 a        33     0     2     1    13
 -8.2021106344488864E-02 a        34     0     2     1    14
 -1.5982133893490583E-02 a        35     0     2     1    15
 -1.7761099536185901E-01 a        36     0     2     1    16
 -4.8956678668402615E-02 a        37     0     2     1    17
  1.1762617771334055E-01 a        38     0     2     1    18
 -6.7047386221286226E-02 a        39     0     2     1    19
  1.2639041508371418E-01 a        40     0     2     1    20
 -1.8025083093799718E-01 a        41     0     3     1     1
 -5.2323411708429905E-02 a        42     0     3     1     2
  9.0958365853194723E-02 a        43     0     3     1     3
 -6.6208163691597981E-03 a        44     0     3     1     4
  4.1061881095273901E-02 a        45     0     3     1     5
  8.2289282994590514E-05 a        46     0     3     1     6
 -6.3602580117633575E-02 a        47     0     3     1     7
 -1.4825257493366034E-01 a        48     0     3     1     8
  6.9323207319787722E-02 a        49     0     3     1     9
 -4.3410129563369294E-02 a        50     0     3     1    10
 -5.7110601362235919E-02 a        51     0     3     1    11
  1.1736873673705187E-01 a        52     0     3     1    12
 -1.6617838002568636E-01 a        53     0     3     1    13
  2.9700172771977954E-02 a        54     0     3     1    14
  1.2090056971087897E-01 a        55     0     3     1    15
  2.0918169885361390E-01 a        56     0     3     1    16
  1.2705773544246551E-01 a        57     0     3     1    17
 -1.1548632341015209E-02 a        58     0     3     1    18
 -2.3133016278562984E-01 a        59     0     3     1    19
 -1.9193362415069060E-01 a        60     0     3     1    20
 -1.6632442875376688E-01 a        61     0     4     1     1
  1.6650923284561464E-01 a        62     0     4     1     2
 -1.0966113825906518E-01 a        63     0     4     1     3
 -1.8223111285576987E-01 a        64     0     4     1     4
  1.2098095939313358E-01 a        65     0     4     1     5
  2.4335420574081407E-01 a        66     0     4     1     6
 -1.7073396531288487E-01 a        67     0     4     1     7
  8.6761928387296586E-02 a        68     0     4     1     8
 -5.2951334558424185E-02 a        69     0     4     1     9
 -1.6845469313142906E-02 a        70     0     4     1    10
 -1.9366783092711051E-01 a        71     0     4     1    11
  5.1974713581142411E-02 a        72     0     4     1    12
  2.6140993605036689E-01 a        73     0     4     1    13
 -2.0672501983164313E-01 a        74     0     4     1    14
  7.1729996069121352E-02 a        75     0     4     1    15
 -2.1167734616044506E-01 a        76     0     4     1    16
  5.5017379415078500E-04 a        77     0     4     1    17
 -1.3381570588979497E-01 a        78     0     4     1    18
  7.3930856822868596E-02 a        79     0     4     1    19
  1.6059745656966265E-01 a        80     0     4     1    20
 -4.7069648680239301E-02 a        81     0     5     1     1
 -2.7984083619604434E-02 a        82     0     5     1     2
  1.5104545844394288E-01 a        83     0     5     1     3
  2.1665462718389608E-01 a        84     0     5     1     4
 -5.2681619047123533E-02 a        85     0     5     1     5
 -7.6953160087663591E-02 a        86     0     5     1     6
  2.2139599285442405E-01 a        87     0     5     1     7
  6.6632927784413529E-02 a        88     0     5     1     8
  2.3348810543496212E-01 a        89     0     5     1     9
 -1.4166785535717813E-01 a        90     0     5     1    10
 -1.0039468462011704E-01 a        91     0     5     1    11
  3.7162769625770725E-01 a        92     0     5     1    12
  1.2549882536256468E-01 a        93     0     5     1    13
 -8.3124433428489214E-02 a        94     0     5     1    14
 -2.5847482191782956E-01 a        95     0     5     1    15
  2.1701908974917480E-01 a        96     0     5     1    16
  1.3993293511820926E-01 a        97     0     5     1    17
 -7.7101244768531169E-02 a        98     0     5     1    18
 -2.6891268326112164E-02 a        99     0     5     1    19
  2.0213538180766710E-01 a       100     0     5     1    20
 -4.1227598221908267E-02 a       101     0     6     1     1
 -9.4375308864234800E-02 a       102     0     6     1     2
 -8.0778374924716775E-02 a       103     0     6     1     3
 -1.8660934256125120E-01 a       104     0     6     1     4
 -6.4512286671699198E-02 a       105     0     6     1     5
  9.5473538168932420E-02 a       106     0     6     1     6
  1.3912563699593739E-01 a       107     0     6     1     7
  4.5840264148631044E-02 a       108     0     6     1     8
  8.4446349406880172E-02 a       109     0     6     1     9
 -5.8158324762456894E-02 a       110     0     6     1    10
 -1.4300096040509855E-01 a       111     0     6     1    11
  6.0541186178709225E-02 a       112     0     6     1    12
 -3.9650721336839063E-02 a       113     0     6     1    13
  6.4559781108954856E-02 a       114     0     6     1    14
  9.3087276564104385E-02 a       115     0     6     1    15
  1.9675241439779759E-01 a       116     0     6     1    16
 -9.6626010114661001E-02 a       117     0     6     1    17
  1.0723490352246759E-01 a       118     0     6     1    18
 -6.3374690140224843E-02 a       119     0     6     1    19
 -1.8974969467352223E-01 a       120     0     6     1    20
  7.2670064245708016E-02 a       121     0     7     1     1
  1.0282479390005431E-01 a       122     0     7     1     2
  2.1973217873752955E-02 a       123     0     7     1     3
 -1.7693867009903044E-01 a       124     0     7     1     4
 -4.7603690475967700E-02 a       125     0     7     1     5
  3.8630856723550738E-02 a       126     0     7     1     6
 -5.5758873668634051E-02 a       127     0     7     1     7
  3.2770492346771839E-02 a       128     0     7     1     8
 -8.2217744902938150E-02 a       129     0     7     1     9
  9.3765525414805248E-02 a       130     0     7     1    10
 -5.6799038672222741E-03 a       131     0     7     1    11
 -4.7049205263615869E-02 a       132     0     7     1    12
  1.4993451040669453E-01 a       133     0     7     1    13
 -1.4635672825038584E-01 a       134     0     7     1    14
 -9.1103754765854375E-02 a       135     0     7     1    15
  8.4848485600995865E-02 a       136     0     7     1    16
 -2.4324859589846862E-01 a       137     0     7     1    17
  1.5480732339321290E-01 a       138     0     7     1    18
  8.1688534734899228E-03 a       139     0     7     1    19
  1.0376774520413684E-01 a       140     0     7     1    20
  7.0595473162397643E-02 a       141     0     8     1     1
 -2.2908022737988809E-01 a       142     0     8     1     2
  1.8306574972534223E-01 a       143     0     8     1     3
  4.2376347951978838E-02 a       144     0     8     1     4
  6.1135211751406980E-02 a       145     0     8     1     5
 -2.2132839455211309E-01 a       146     0     8     1     6
 -3.4289313950588228E-02 a       147     0     8     1     7
  2.9519931820101927E-02 a       148     0     8     1     8
  5.1317595090193825E-02 a       149     0     8     1     9
  6.2970295226109890E-02 a       150     0     8     1    10
  8.5223353466414367E-02 a       151     0     8     1    11
  3.0232829416018233E-02 a       152     0     8     1    12
  1.9634688814818774E-01 a       153     0     8     1    13
  1.1708253886614345E-01 a       154     0     8     1    14
 -4.4871105939231160E-02 a       155     0     8     1    15
 -5.7888519222886251E-02 a       156     0     8     1    16
 -8.7050101229634289E-02 a       157     0     8     1    17
 -8.8929482074670663E-02 a       158     0     8     1    18
 -1.0695660965205403E-01 a       159     0     8     1    19
  1.6359346671671954E-02 a       160     0     8     1    20
 -4.1638613401355822E-02 a       161     0     9     1     1
 -3.5218944400709568E-01 a       162     0     9     1     2
  1.4885492939269535E-01 a       163     0     9     1     3
  4.9697829742649482E-02 a       164     0     9     1     4
  1.4018364691732307E-01 a       165     0     9     1     5
 -2.5378382671550564E-01 a       166     0     9     1     6
  6.7650287848906768E-02 a       167     0     9     1     7
 -2.7667361547108319E-03 a       168     0     9     1     8
  1.2760809740269125E-01 a       169     0     9     1     9
  1.4341619465309186E-01 a       170     0     9     1    10
 -1.8340239816992521E-01 a       171     0     9     1    11
  1.3945328818279917E-01 a       172     0     9     1    12
 -1.3512141992239604E-01 a       173     0     9     1    13
 -2.0172524360015551E-01 a       174     0     9     1    14
 -6.6382673903957034E-03 a       175     0     9     1    15
  1.5891999057403397E-01 a       176     0     9     1    16
 -1.1423658035981314E-01 a       177     0     9     1    17
 -2.5301720025647224E-02 a       178     0     9     1    18
  1.2662353997875911E-01 a       179     0     9     1    19
  3.3303695960084612E-01 a       180     0     9     1    20
  1.0232879897316656E-01 a       181     0    10     1     1
 -1.7075880795019144E-01 a       182     0    10     1     2
  1.1380390168985902E-02 a       183     0    10     1     3
  1.5576693418855148E-01 a       184     0    10     1     4
  1.9177969714692811E-01 a       185     0    10     1     5
 -1.4921887915985315E-02 a       186     0    10     1     6
  1.2906242522724706E-01 a       187     0    10     1     7
  4.8619250587989590E-02 a       188     0    10     1     8
 -1.9675103354468806E-01 a       189     0    10     1     9
 -1.6537930737616793E-01 a       190     0    10     1    10
  2.6255293661780525E-02 a       191     0    10     1    11
 -4.0706403640474953E-02 a       192     0    10     1    12
  1.4870945203074484E-01 a       193     0    10     1    13
  1.0142303326096688E-01 a       194     0    10     1    14
  2.9605332928924553E-02 a       195     0    10     1    15
 -1.0687368317830308E-01 a       196     0    10     1    16
  8.8051803569342460E-02 a       197     0    10     1    17
 -1.2706179572396367E-01 a       198     0    10     1    18
  1.1387288918091269E-01 a       199     0    10     1    19
  5.3177114669610719E-02 a       200     0    10     1    20
  1.6760056003644375E-01 a       201     0    11     1     1
 -1.3748228688256026E-01 a       202     0    11     1     2
  6.1440216012118541E-02 a       203     0    11     1     3
  2.8642249011393003E-02 a       204     0    11     1     4
 -1.1512064177754046E-01 a       205     0    11     1     5
 -4.5450555875830773E-02 a       206     0    11     1     6
 -1.3487024907109202E-01 a       207     0    11     1     7
  8.5591151439450827E-02 a       208     0    11     1     8
  1.6579311582498529E-01 a       209     0    11     1     9
  1.2161060573992540E-01 a       210     0    11     1    10
 -1.2527926648712029E-02 a       211     0    11     1    11
  2.8680275271203218E-02 a       212     0    11     1    12
 -3.2894571865059125E-01 a       213     0    11     1    13
  1.3448091494870526E-01 a       214     0    11     1    14
 -2.3584915461524977E-01 a       215     0    11     1    15
 -1.7722435722205909E-01 a       216     0    11     1    16
  1.2406376827051999E-01 a       217     0    11     1    17
 -1.2467395717215746E-01 a       218     0    11     1    18
 -1.5671020340060049E-01 a       219     0    11     1    19
  3.0980296503334209E-02 a       220     0    11     1    20
 -7.2504751105149871E-03 a       221     0    12     1     1
 -2.0040509849885915E-01 a       222     0    12     1     2
 -1.1057697766524406E-01 a       223     0    12     1     3
 -1.2592487957144671E-01 a       224     0    12     1     4
  7.4406342769390996E-02 a       225     0    12     1     5
  1.7174376549539197E-01 a       226     0    12     1     6
  2.2728796991984798E-01 a       227     0    12     1     7
 -2.0655244237421377E-01 a       228     0    12     1     8
 -1.6510893724330847E-02 a       229     0    12     1     9
 -8.7296008884676923E-02 a       230     0    12     1    10
 -4.4896355612242540E-02 a       231     0    12     1    11
 -1.1267592155560600E-01 a       232     0    12     1    12
 -1.5833926770374671E-01 a       233     0    12     1    13
 -8.0430312433821594E-02 a       234     0    12     1    14
  3.2810010819164653E-02 a       235     0    12     1    15
  3.8212060647386123E-02 a       236     0    12     1    16
  3.8047605594522402E-02 a       237     0    12     1    17
  1.4553103260093700E-01 a       238     0    12     1    18
 -4.3349719084984382E-02 a       239     0    12     1    19
  4.9227203182573891E-02 a       240     0    12     1    20
  3.5707083613252966E-01 a       241     0    13     1     1
 -2.6031087311179452E-02 a       242     0    13     1     2
  4.2204404621396664E-02 a       243     0    13     1     3
 -9.2570199633832839E-02 a       244     0    13     1     4
  1.2431829489789363E-01 a       245     0    13     1     5
 -4.7218373336626615E-05 a       246     0    13     1     6
  3.0222763057193325E-01 a       247     0    13     1     7
  1.1432201409670280E-02 a       248     0    13     1     8
  1.5929796179582775E-01 a       249     0    13     1     9
  1.0592443039953882E-01 a       250     0    13     1    10
 -3.5843381902359625E-02 a       251     0    13     1    11
  1.2172717341676480E-01 a       252     0    13     1    12
  1.5918500245986450E-01 a       253     0    13     1    13
 -2.9352008959671211E-01 a       254     0    13     1    14
 -2.2743307731980609E-02 a       255     0    13     1    15
 -2.7419276431591022E-01 a       256     0    13     1    16
 -1.1723174557860169E-01 a       257     0    13     1    17
  1.6097449555175176E-02 a       258     0    13     1    18
 -5.3918637154542421E-03 a       259     0    13     1    19
  5.7427388478866626E-01 a       260     0    13     1    20
 -2.7719731577819645E-01 a       261     0    14     1     1
  2.7122612951862335E-01 a       262     0    14     1     2
 -3.6818741530277879E-02 a       263     0    14     1     3
 -1.1604239926839899E-01 a       264     0    14     1     4
 -1.9485725517541966E-01 a       265     0    14     1     5
  2.2692751708404862E-01 a       266     0    14     1     6
 -3.3297588556687935E-01 a       267     0    14     1     7
 -1.5865718376792465E-01 a       268     0    14     1     8
 -1.4078477892708530E-01 a       269     0    14     1     9
  2.0882493898665028E-01 a       270     0    14     1    10
 -7.0441452028206841E-02 a       271     0    14     1    11
 -1.4909185566655244E-02 a       272     0    14     1    12
  7.3443866614825090E-02 a       273     0    14     1    13
 -1.9911587886024040E-01 a       274     0    14     1    14
  1.5093336442289651E-01 a       275     0    14     1    15
  2.9991363381990700E-02 a       276     0    14     1    16
  1.3923805339066847E-01 a       277     0    14     1    17
 -1.4122333405919493E-01 a       278     0    14     1    18
 -1.4634154375504069E-01 a       279     0    14     1    19
 -1.4566064625726027E-01 a       280     0    14     1    20
 -5.3898114749120277E-02 a       281     0    15     1     1
 -2.2138514885608213E-01 a       282     0    15     1     2
  2.2316051672762591E-01 a       283     0    15     1     3
 -1.7101533610534936E-01 a       284     0    15     1     4
 -2.6957351623273784E-02 a       285     0    15     1     5
  1.3110372009405957E-01 a       286     0    15     1     6
  1.1072388708106706E-01 a       287     0    15     1     7
 -4.5422934295183480E-02 a       288     0    15     1     8
 -3.6361002477934598E-02 a       289     0    15     1     9
 -5.6951261567900507E-02 a       290     0    15     1    10
  6.8049930329767000E-02 a       291     0    15     1    11
  1.0478717333242701E-01 a       292     0    15     1    12
 -2.3806803043612906E-01 a       293     0    15     1    13
 -1.4498297098023832E-01 a       294     0    15     1    14
  1.2868626583190512E-01 a       295     0    15     1    15
  2.2430007253684370E-01 a       296     0    15     1    16
 -8.4866168500559530E-02 a       297     0    15     1    17
  1.0985767422207142E-01 a       298     0    15     1    18
  2.4774391119542988E-01 a       299     0    15     1    19
  1.5130554493816947E-01 a       300     0    15     1    20
 -1.6741142239231155E-01 a       301     0    16     1     1
  2.2137017554059232E-01 a       302     0    16     1     2
 -3.0510094765743203E-02 a       303     0    16     1     3
 -1.0232839825919889E-01 a       304     0    16     1     4
 -1.0064604146297727E-02 a       305     0    16     1     5
 -1.1658968784124292E-01 a       306     0    16     1     6
  1.1091480695843799E-01 a       307     0    16     1     7
 -1.1501512043918076E-01 a       308     0    16     1     8
  2.8665033637031715E-02 a       309     0    16     1     9
  1.9075648646814330E-01 a       310     0    16     1    10
  2.8481829631699318E-01 a       311     0    16     1    11
 -1.2377060436650644E-01 a       312     0    16     1    12
  1.3463514813122282E-01 a       313     0    16     1    13
  2.4248966913528328E-01 a       314     0    16     1    14
 -3.9802867946049703E-02 a       315     0    16     1    15
  3.2361248305961737E-01 a       316     0    16     1    16
  1.8249211605729224E-01 a       317     0    16     1    17
 -3.7041908938589947E-02 a       318     0    16     1    18
 -6.2886551970513155E-02 a       319     0    16     1    19
 -2.6301636662134664E-01 a       320     0    16     1    20
 -4.6725658197195041E-02 a       321     0    17     1     1
 -1.7124835290984419E-01 a       322     0    17     1     2
  9.3287426769414108E-02 a       323     0    17     1     3
 -2.2261209137717289E-01 a       324     0    17     1     4
  9.4802278447997310E-02 a       325     0    17     1     5
 -3.0355986916723304E-01 a       326     0    17     1     6
  6.4757636486331800E-03 a       327     0    17     1     7
  3.8386446994571936E-02 a       328     0    17     1     8
 -8.1726842227829680E-02 a       329     0    17     1     9
  2.0385532374245230E-01 a       330     0    17     1    10
 -9.1089212714203383E-04 a       331     0    17     1    11
  1.2836597185975832E-01 a       332     0    17     1    12
  1.8266452570197852E-03 a       333     0    17     1    13
 -3.2344916102977717E-01 a       334     0    17     1    14
 -3.6628411594249760E-02 a       335     0    17     1    15
 -7.3255559474419436E-03 a       336     0    17     1    16
 -1.7547286084640623E-02 a       337     0    17     1    17
 -1.7287141656271032E-01 a       338     0    17     1    18
 -5.2262746729461289E-02 a       339     0    17     1    19
  1.7352392573900197E-01 a       340     0    17     1    20
  2.8113704711927860E-02 a       341     0    18     1     1
 -8.9143322731552233E-02 a       342     0    18     1     2
  8.3966464042570105E-02 a       343     0    18     1     3
 -6.4857027418078445E-02 a       344     0    18     1     4
  9.0554019760395288E-02 a       345     0    18     1     5
  4.3270262758840800E-02 a       346     0    18     1     6
 -3.5578541826180685E-02 a       347     0    18     1     7
  1.1450786578186653E-01 a       348     0    18     1     8
  3.9004569429580117E-02 a       349     0    18     1     9
 -3.1398860213096286E-01 a       350     0    18     1    10
 -1.1751979953551879E-01 a       351     0    18     1    11
 -2.8684590528122511E-01 a       352     0    18     1    12
 -9.3062163471849507E-02 a       353     0    18     1    13
  2.1981740326075944E-01 a       354     0    18     1    14
 -1.8699364959935347E-01 a       355     0    18     1    15
  7.6884808419771813E-02 a       356     0    18     1    16
 -1.3797283175976699E-01 a       357     0    18     1    17
  5.8699826122140128E-02 a       358     0    18     1    18
 -1.6577843550008511E-01 a       359     0    18     1    19
 -2.5363532808060019E-01 a       360     0    18     1    20
 -1.2521120780535985E-01 a       361     0    19     1     1
 -1.7389250122865554E-01 a       362     0    19     1     2
 -1.7027537673600715E-01 a       363     0    19     1     3
 -1.7765622722125810E-01 a       364     0    19     1     4
  9.1703625163314983E-02 a       365     0    19     1     5
 -2.2001768067670086E-01 a       366     0    19     1     6
  3.8868966358437132E-02 a       367     0    19     1     7
  1.1738945557271795E-01 a       368     0    19     1     8
 -6.2478133182712912E-02 a       369     0    19     1     9
  3.5680248425781208E-01 a       370     0    19     1    10
  1.4037626615944090E-01 a       371     0    19     1    11
 -3.9611003919976587E-02 a       372     0    19     1    12
 -6.4468713877900444E-02 a       373     0    19     1    13
  1.5739305003274154E-01 a       374     0    19     1    14
 -1.8721706227944784E-01 a       375     0    19     1    15
  3.8680295687134283E-02 a       376     0    19     1    16
  1.4191902279008917E-01 a       377     0    19     1    17
  3.2080252606315245E-02 a       378     0    19     1    18
  8.8773810202873393E-02 a       379     0    19     1    19
  3.0404864298180789E-01 a       380     0    19     1    20
  1.0514596833754390E-01 a       381     0    20     1     1
 -7.4648740925411280E-02 a       382     0    20     1     2
 -1.7825732993497972E-02 a       383     0    20     1     3
  1.5661580109560894E-01 a       384     0    20     1     4
 -6.8396220388489372E-03 a       385     0    20     1     5
  9.7623696896186538E-02 a       386     0    20     1     6
 -1.6902807248262031E-01 a       387     0    20     1     7
  2.3541805221881371E-01 a       388     0    20     1     8
 -6.2756246119187134E-02 a       389     0    20     1     9
  3.8440650984491259E-02 a       390     0    20     1    10
 -2.2120046726159004E-01 a       391     0    20     1    11
 -1.2621983520496843E-01 a       392     0    20     1    12
 -1.4580590167925081E-01 a       393     0    20     1    13
 -1.2779665765264497E-01 a       394     0    20     1    14
  3.8264490112611481E-02 a       395     0    20     1    15
 -1.4686124315481697E-01 a       396     0    20     1    16
  1.7748607106741809E-02 a       397     0    20     1    17
 -1.5821039332575124E-01 a       398     0    20     1    18
  3.0124801511315091E-01 a       399     0    20     1    19
 -2.1689527986835062E-02 a       400     0    20     1    20
  9.8296479308305790E-02 a       401     0    21     1     1
 -3.4988481035714732E-03 a       402     0    21     1     2
  6.3140815936690339E-02 a       403     0    21     1     3
 -4.1480989988077671E-01 a       404     0    21     1     4
  3.9626034093858904E-02 a       405     0    21     1     5
 -2.5238410798672384E-01 a       406     0    21     1     6
  2.3198502970607024E-01 a       407     0    21     1     7
 -3.2758944813674647E-03 a       408     0    21     1     8
  2.1480878720726726E-01 a       409     0    21     1     9
  1.7051496306195760E-01 a       410     0    21     1    10
 -2.4420405203944787E-02 a       411     0    21     1    11
 -6.3457510043501128E-02 a       412     0    21     1    12
 -1.5240517205072968E-01 a       413     0    21     1    13
  3.9871745906270135E-02 a       414     0    21     1    14
 -1.3117377892091539E-01 a       415     0    21     1    15
 -3.0781741679791458E-01 a       416     0    21     1    16
  6.4966206631914020E-02 a       417     0    21     1    17
  9.3639091859740189E-02 a       418     0    21     1    18
  1.5869525218579364E-01 a       419     0    21     1    19
 -4.5931414673776108E-02 a       420     0    21     1    20
 -1.1761695607474851E-01 a       421     0    22     1     1
 -1.6303901137623700E-01 a       422     0    22     1     2
 -6.3447674490488742E-02 a       423     0    22     1     3
  8.1029393902919744E-02 a       424     0    22     1     4
 -2.7131116856702531E-01 a       425     0    22     1     5
  1.0309996437833180E-01 a       426     0    22     1     6
 -2.0651051030105222E-01 a       427     0    22     1     7
 -2.1200914763964540E-01 a       428     0    22     1     8
 -1.1344849927720167E-01 a       429     0    22     1     9
 -6.8957182013991342E-02 a       430     0    22     1    10
 -1.2724694770447989E-01 a       431     0    22     1    11
 -1.2489279583077066E-01 a       432     0    22     1    12
