################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.9072235863757120E-02 a         1     0     1     1     1
 -1.4568493022471471E-02 a         2     0     1     1     2
 -3.1822992625410759E-02 a         3     0     1     1     3
  6.3270225207140415E-02 a         4     0     1     1     4
 -1.2134390098017750E-01 a         5     0     1     1     5
  1.4008130404953437E-01 a         6     0     1     1     6
  6.0950492246759358E-02 a         7     0     1     1     7
 -1.0498208594541662E-01 a         8     0     1     1     8
  2.5403503018714114E-02 a         9     0     1     1     9
  1.3876973076891153E-01 a        10     0     1     1    10
  8.9307668324719786E-02 a        11     0     1     1    11
  2.2164882519243886E-01 a        12     0     1     1    12
 -9.4040712784111913E-02 a        13     0     1     1    13
 -4.2800183208201890E-03 a        14     0     1     1    14
 -8.0318591589164740E-02 a        15     0     1     1    15
 -3.6490511610889655E-02 a        16     0     1     1    16
 -3.0438191317972409E-02 a        17     0     1     1    17
 -2.0895901222841323E-01 a        18     0     1     1    18
  1.6406662749092199E-01 a        19     0     1     1    19
 -1.6937320240544199E-01 a        20     0     1     1    20
 -7.5507106170232471E-02 a        21     0     2     1     1
 -1.9097815718631533E-03 a        22     0     2     1     2
 -3.0105284519071830E-02 a        23     0     2     1     3
  4.1736681456726293E-02 a        24     0     2     1     4
 -1.0000969756313014E-02 a        25     0     2     1     5
 -6.2233160221882952E-02 a        26     0     2     1     6
 -8.6410579744372065E-02 a        27     0     2     1     7
  2.8232414897234784E-02 a        28     0     2     1     8
  2.2757645160126017E-02 a        29     0     2     1     9
 -8.0659214828383858E-03 a        30     0     2     1    10
 -1.4586661165845027E-01 a        31     0     2     1    11
 -1.7479271929868515E-01 a        32     0     2     1    12
 -3.3325603498445759E-02 a        33     0     2     1    13
 -7.1609680857106117E-02 a        34     0     2     1    14
  1.2432436424247613E-01 a        35     0     2     1    15
  2.1711907854167954E-02 a        36     0     2     1    16
  5.5614043674552943E-02 a        37     0     2     1    17
 -4.4455141824532404E-02 a        38     0     2     1    18
 -1.2308158825318175E-02 a        39     0     2     1    19
  1.3500797642137366E-01 a        40     0     2     1    20
  2.5613656220833031E-02 a        41     0     3     1     1
 -4.4756690485634066E-03 a        42     0     3     1     2
  9.5056223567612577E-02 a        43     0     3     1     3
  1.4416941371860271E-02 a        44     0     3     1     4
 -1.1510416773542927E-01 a        45     0     3     1     5
  9.1161803228259203E-02 a        46     0     3     1     6
 -3.3365183553300780E-02 a        47     0     3     1     7
 -1.7744535643690121E-01 a        48     0     3     1     8
  1.0221145373576086E-01 a        49     0     3     1     9
  9.5712284742913864E-02 a        50     0     3     1    10
 -1.3698860852180753E-01 a        51     0     3     1    11
  4.4876476337970310E-02 a        52     0     3     1    12
  7.4828288978808596E-02 a        53     0     3     1    13
 -1.8175754679405573E-01 a        54     0     3     1    14
 -3.6748483179720952E-02 a        55     0     3     1    15
  4.5743948615862423E-02 a        56     0     3     1    16
 -1.5225737942011364E-01 a        57     0     3     1    17
 -3.4446105855376369E-03 a        58     0     3     1    18
  1.1068119701693585E-01 a        59     0     3     1    19
