################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1          1   1.1478077006697906E-02   7.7111173154335966E-02   3.2445895747668367E-02   6.2702877224465013E-03
         1          2   1.0887783551780451E-01   1.9541107598527707E-01   1.5439128297746282E-01   9.0412502928287151E-03
         1          3   0.0000000000000000E+00   2.1083174573925261E-02   1.7223276506203103E-04   6.7258536990982202E-04
         1          4   8.2521254417878595E-02   4.1742296339067886E-01   1.8644621559048380E-01   2.9509253808529555E-02
         1          5   2.8190504229993124E-01   5.2149899075043127E-01   3.5638593543711966E-01   3.3128452720086000E-02
         1          6   0.0000000000000000E+00   3.7902937299556662E-02   2.5593026089258577E-04   1.0085859417704375E-03
         1          7   0.0000000000000000E+00   1.1825866811104732E-01   2.2126032952353878E-03   7.1098272654611973E-03
         1          8   2.2831391071785445E-01   1.0419710369326856E+00   5.1492631731047867E-01   1.0787483849041081E-01
         1          9   2.3161440512650072E-01   6.9317905353016773E-01   3.8964020530979726E-01   8.0925031516297818E-02
         1         10   0.0000000000000000E+00   1.5070271340123687E-01   3.0139953819743248E-03   8.2113859677697531E-03
         1         11   0.0000000000000000E+00   2.4402568733101646E-01   1.1530922554954555E-02   3.0909610019487950E-02
         1         12   1.5376510254912962E-01   1.6793972955150365E+00   8.6346144617523768E-01   2.0709821268440923E-01
         1         13   6.0498803778185728E-02   8.3922085289703197E-01   3.5960503481841904E-01   1.0268352696505338E-01
         1         14   0.0000000000000000E+00   3.1866006928864837E-01   1.5151677004506850E-02   3.1890816608209520E-02
         1         15   0.0000000000000000E+00   3.4657647376929540E-01   2.6072340684140612E-02   5.7272616526997805E-02
         1         16   4.1984292201117421E-02   1.9189749013318218E+00   1.0364230548019526E+00   2.4135990617400122E-01
         1         17   6.6679136488979685E-03   1.0935935682371318E+00   4.5809346454750205E-01   1.2944017469682537E-01
         1         18   0.0000000000000000E+00   4.4152749410764469E-01   3.3189803817125635E-02   5.8166076254467493E-02
         1         19   0.0000000000000000E+00   3.9066141216772038E-01   3.1079566398797435E-02   5.2384657206209002E-02
         1         20   1.3558460281426614E-02   1.7778525601036794E+00   9.7333578813584365E-01   2.1813458128736907E-01
         1         21   3.0835996665639930E-03   9.7357747898191793E-01   5.1702469285256469E-01   1.2133011898453172E-01
         1         22   0.0000000000000000E+00   3.4697310029412459E-01   3.4011896292318877E-02   5.1394574508650571E-02
         1         23   0.0000000000000000E+00   2.6421251069473484E-01   2.7546084134921062E-02   3.8587510311985533E-02
         1         24   2.3085880936346750E-02   1.2286886791530998E+00   7.2564094975532567E-01   1.5910295959905030E-01
         1         25   5.9290719886773060E-03   6.9825549901781137E-01   3.8351255425702563E-01   8.8347163392945599E-02
         1         26   0.0000000000000000E+00   2.0912551387316991E-01   2.0012463828287162E-02   2.6567705115126572E-02
         1         27   0.0000000000000000E+00   1.9109347619725661E-01   2.0286365757394485E-02   2.6798338735559278E-02
